age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
42;blue-collar;married;basic.9y;no;yes;no;cellular;may;thu;1249;10;121;9;nonexistent;-1.516;93.803;-39.277;2.925;5052;no
40;management;single;university.degree;no;yes;no;cellular;jun;fri;1083;9;63;8;failure;-1.126;93.668;-42.218;2.981;5072;no
65;unemployed;married;basic.4y;no;yes;no;telephone;aug;thu;1039;9;95;13;nonexistent;-1.34;93.331;-37.17;2.594;5093;no
55;services;divorced;university.degree;no;yes;no;telephone;may;wed;1274;9;26;12;nonexistent;-0.907;93.505;-40.449;2.724;5082;no
60;blue-collar;single;professional.course;no;yes;no;cellular;jun;tue;1521;6;166;9;nonexistent;-1.875;93.148;-41.904;2.612;5182;no
54;admin.;single;basic.9y;no;yes;no;cellular;apr;mon;1008;8;123;9;nonexistent;-0.356;93.152;-37.975;3.468;5132;no
57;housemaid;married;basic.9y;no;yes;no;telephone;may;mon;1467;8;156;10;nonexistent;-1.05;93.536;-40.731;2.642;5122;no
64;technician;married;high.school;no;yes;no;cellular;may;mon;1064;10;198;9;nonexistent;-1.112;93.317;-39.846;2.91;5117;no
65;unemployed;single;high.school;no;yes;no;telephone;sep;tue;1536;8;1;13;nonexistent;-1.811;93.842;-40.601;1.527;5024;no
40;services;single;university.degree;no;yes;no;cellular;may;thu;991;10;66;10;failure;-1.556;93.919;-38.815;2.791;5083;no
59;management;married;professional.course;no;yes;no;telephone;jul;tue;1479;8;91;10;nonexistent;-1.066;93.372;-38.957;2.985;5145;no
56;unemployed;divorced;high.school;no;yes;yes;telephone;jun;tue;2315;10;170;13;nonexistent;-1.444;93.792;-39.074;2.449;5064;yes
48;unemployed;married;university.degree;no;yes;no;cellular;may;mon;1307;6;8;7;nonexistent;-1.668;93.233;-40.971;2.962;5117;no
43;admin.;married;high.school;no;yes;no;cellular;may;wed;1160;9;178;9;nonexistent;-0.995;93.563;-37.557;2.971;5118;no
54;unemployed;single;professional.course;no;yes;no;cellular;jun;wed;1478;5;10;3;nonexistent;-1.626;93.021;-43.403;2.995;5153;no
66;admin.;married;professional.course;no;yes;yes;cellular;jul;fri;1603;7;52;10;nonexistent;-1.544;93.495;-42.637;2.155;5147;no
48;blue-collar;married;university.degree;no;yes;no;cellular;may;wed;831;8;11;8;nonexistent;-1.096;93.428;-38.278;3.354;5074;no
60;housemaid;single;basic.4y;no;yes;no;telephone;jul;mon;932;9;4;11;nonexistent;-0.471;93.152;-42.203;2.522;5078;no
69;housemaid;married;high.school;no;yes;no;telephone;jun;mon;1190;7;158;10;nonexistent;-1.577;92.994;-42.135;2.562;5141;no
49;technician;married;high.school;no;yes;no;cellular;jun;tue;1035;9;128;9;nonexistent;-0.066;93.106;-39.126;3.599;5140;no
52;blue-collar;single;high.school;no;yes;no;cellular;jul;mon;1254;8;37;7;nonexistent;-1.37;93.533;-44.061;2.451;5103;no
47;admin.;single;high.school;no;yes;no;cellular;may;thu;1312;9;103;8;nonexistent;-0.94;93.842;-43.786;2.218;5052;no
61;services;married;professional.course;no;yes;no;telephone;jun;mon;1441;9;91;15;nonexistent;-1.407;93.575;-41.745;1.992;5074;no
54;technician;married;basic.9y;no;yes;no;telephone;jun;mon;1164;11;145;12;nonexistent;-1.482;93.967;-37.691;2.22;5072;no
51;housemaid;married;high.school;no;yes;no;telephone;jun;thu;1031;9;9;11;nonexistent;-1.743;93.721;-41.444;2.358;5038;no
71;management;single;basic.6y;no;yes;no;cellular;jun;tue;1263;7;111;10;nonexistent;-0.544;92.455;-34.686;3.219;5048;yes
49;housemaid;married;basic.9y;no;yes;no;telephone;jul;fri;1210;8;6;12;nonexistent;-1.588;93.601;-42.147;2.483;5101;no
47;services;single;high.school;no;yes;no;telephone;jul;fri;1111;10;197;11;nonexistent;-1.874;93.859;-38.351;2.727;5057;no
60;admin.;single;basic.4y;no;yes;no;telephone;jul;thu;1286;12;49;11;nonexistent;-0.273;93.471;-38.958;3.108;5082;yes
64;blue-collar;married;basic.6y;no;yes;yes;cellular;apr;tue;1764;5;1;7;nonexistent;-1.565;93.56;-40.277;2.765;5135;no
49;admin.;married;high.school;no;yes;no;telephone;feb;mon;997;10;18;12;failure;-1.741;93.849;-34.953;2.741;5076;no
49;admin.;divorced;basic.4y;no;yes;yes;cellular;jun;tue;1776;6;14;9;nonexistent;-1.559;93.546;-39.084;2.97;5129;no
56;retired;married;basic.4y;no;yes;no;cellular;may;tue;1044;8;140;9;nonexistent;-1.039;93.268;-35.614;3.849;5130;no
57;technician;married;university.degree;no;yes;no;cellular;aug;mon;1405;8;196;8;nonexistent;-1.686;93.242;-44.108;2.432;5135;no
80;housemaid;divorced;professional.course;yes;yes;yes;cellular;may;mon;2189;5;72;9;nonexistent;-0.679;93.938;-36.664;3.01;5148;no
56;blue-collar;divorced;basic.9y;no;yes;no;cellular;jun;thu;985;6;70;9;nonexistent;-0.581;92.893;-40.074;3.754;5143;no
43;unemployed;married;basic.9y;no;yes;no;telephone;jun;tue;1246;9;188;10;nonexistent;-1.22;93.658;-39.741;2.986;5110;no
56;admin.;married;university.degree;no;yes;no;cellular;mar;thu;1336;7;127;9;nonexistent;-0.119;93.405;-36.059;4.091;5137;no
68;services;divorced;basic.4y;no;yes;no;telephone;feb;wed;1540;7;81;15;nonexistent;-0.691;93.421;-39.623;2.679;5099;yes
58;management;single;high.school;no;yes;no;cellular;aug;fri;1043;7;65;9;nonexistent;-1.687;93.093;-41.956;2.72;5128;no
52;blue-collar;married;high.school;no;yes;no;telephone;jun;thu;1006;8;53;11;nonexistent;-1.131;93.395;-39.157;3.124;5101;no
54;blue-collar;married;professional.course;no;no;yes;cellular;jun;mon;1899;5;167;5;nonexistent;-2.146;93.34;-44.201;2.342;5154;no
51;housemaid;married;university.degree;no;yes;no;telephone;may;wed;1282;10;102;13;nonexistent;-1.954;93.951;-42.42;1.727;5027;no
59;services;single;basic.9y;no;yes;no;telephone;aug;thu;1318;10;119;15;nonexistent;-1.731;93.791;-36.562;2.063;5093;no
64;blue-collar;married;high.school;no;yes;no;telephone;jul;fri;1304;7;49;12;nonexistent;-1.443;93.522;-40.651;2.127;5053;yes
46;services;single;high.school;no;yes;no;telephone;aug;thu;1083;8;78;10;nonexistent;-1.819;93.778;-39.729;2.733;5089;no
39;blue-collar;single;university.degree;no;yes;no;cellular;may;mon;632;8;130;5;nonexistent;-0.692;93.476;-44.605;3.355;5054;no
55;blue-collar;single;university.degree;no;yes;no;telephone;jun;tue;1401;8;144;11;failure;-0.974;93.633;-37.069;3.299;5127;no
70;admin.;single;high.school;no;yes;no;telephone;jun;thu;1397;8;123;11;nonexistent;-0.878;93.644;-35.681;3.153;5102;no
43;retired;single;university.degree;no;yes;no;telephone;may;fri;1466;8;48;11;nonexistent;-1.674;93.701;-36.455;3.063;5122;yes
48;management;married;basic.4y;no;yes;no;cellular;jun;fri;1371;9;173;10;nonexistent;-0.677;93.464;-37.689;2.999;5018;yes
62;technician;married;basic.9y;no;yes;yes;cellular;may;tue;1597;8;154;9;nonexistent;-0.795;93.801;-37.638;3.153;5121;no
50;housemaid;single;basic.4y;no;yes;no;cellular;nov;fri;1433;6;11;5;nonexistent;-1.29;93.551;-41.684;3.019;5093;no
59;services;married;basic.6y;no;yes;no;telephone;aug;wed;1180;9;55;11;nonexistent;-1.058;94.193;-34.511;3.307;5096;no
73;blue-collar;married;high.school;no;yes;no;telephone;jul;wed;1503;11;97;11;failure;-0.707;92.749;-36.62;3.202;5119;yes
46;services;married;university.degree;no;yes;no;cellular;may;tue;1058;8;141;7;nonexistent;-0.84;93.33;-38.995;3.575;5106;no
64;retired;married;high.school;no;yes;no;telephone;may;thu;1278;8;155;13;nonexistent;-1.1;93.457;-37.52;2.938;5130;no
55;services;single;high.school;no;yes;no;telephone;may;wed;1544;9;190;13;nonexistent;-1.846;93.982;-37.888;2.026;5083;no
40;blue-collar;single;basic.4y;no;yes;no;telephone;jun;tue;1121;8;12;11;nonexistent;-1.882;93.783;-41.359;2.55;5108;no
59;admin.;married;high.school;no;yes;no;telephone;aug;thu;1205;12;191;11;nonexistent;-0.914;93.819;-40.584;2.214;5036;no
59;technician;single;high.school;no;yes;no;telephone;may;tue;1429;6;131;11;nonexistent;-1.907;93.422;-39.468;2.969;5163;no
55;services;married;high.school;no;yes;no;telephone;may;wed;1159;9;4;14;nonexistent;-2.262;93.915;-40.462;1.914;5051;no
38;blue-collar;single;basic.9y;no;yes;no;cellular;may;tue;873;8;15;7;failure;-0.944;93.311;-43.523;3.179;5086;no
66;admin.;married;high.school;no;no;yes;cellular;jul;mon;1675;4;47;4;nonexistent;-1.935;92.986;-46.547;1.847;5143;no
53;unemployed;single;high.school;no;yes;no;telephone;apr;mon;1290;9;78;12;nonexistent;-1.934;93.884;-37.438;2.44;5049;no
48;housemaid;married;high.school;no;yes;no;telephone;aug;thu;683;10;152;11;nonexistent;-1.011;93.308;-39.921;3.153;5073;no
51;unemployed;married;basic.4y;no;yes;no;cellular;jun;thu;1315;7;41;7;failure;-1.71;93.494;-40.412;3.151;5143;no
46;management;single;basic.9y;no;yes;no;cellular;may;wed;826;7;198;9;nonexistent;-0.823;93.296;-38.933;3.525;5147;no
63;admin.;married;basic.9y;no;yes;no;cellular;aug;tue;1008;8;144;9;nonexistent;-1.438;93.049;-41.881;2.421;5097;no
52;management;divorced;professional.course;no;yes;no;cellular;may;tue;868;11;77;9;success;-0.974;93.53;-42.288;2.714;5030;no
50;housemaid;married;professional.course;no;yes;no;telephone;may;wed;1198;10;82;10;nonexistent;-0.899;93.596;-37.173;3.091;5103;no
41;retired;married;university.degree;no;yes;no;telephone;may;wed;1012;11;57;10;nonexistent;-1.468;93.997;-40.348;2.667;5067;no
67;blue-collar;married;high.school;no;yes;no;telephone;jun;mon;938;10;41;13;success;-1.43;93.312;-40.089;2.575;5137;no
62;admin.;married;basic.9y;no;yes;yes;cellular;may;thu;1724;9;175;10;nonexistent;-1.914;93.848;-44.082;1.55;5121;no
47;admin.;married;professional.course;no;yes;no;cellular;aug;mon;932;10;174;10;nonexistent;-0.53;93.411;-42.866;2.846;5100;no
51;housemaid;divorced;high.school;no;yes;no;telephone;may;thu;1039;11;74;14;success;-1.685;93.91;-39.744;2.215;5060;no
41;retired;married;basic.6y;no;yes;no;cellular;aug;tue;858;11;190;7;nonexistent;-0.867;93.598;-38.055;3.507;5092;no
46;housemaid;single;professional.course;no;yes;no;cellular;apr;wed;1120;9;164;5;nonexistent;-0.277;93.533;-40.457;3.336;5092;no
57;technician;married;basic.4y;no;yes;no;cellular;jun;fri;1429;5;158;5;nonexistent;-1.497;93.141;-41.773;2.899;5127;no
58;blue-collar;single;basic.6y;no;yes;no;telephone;may;mon;1214;8;15;11;nonexistent;-1.556;93.614;-41.571;2.287;5031;no
58;retired;married;professional.course;no;yes;no;telephone;jun;thu;1376;13;18;12;failure;-1.132;94.218;-36.189;2.133;5048;no
61;admin.;married;professional.course;no;yes;no;telephone;aug;mon;1543;11;157;12;nonexistent;-0.94;93.758;-39.7;2.11;5066;no
43;blue-collar;divorced;professional.course;no;yes;no;cellular;may;fri;826;7;58;8;nonexistent;-1.152;93.42;-40.43;3.357;5094;no
46;blue-collar;married;basic.9y;no;yes;yes;cellular;aug;tue;1645;6;22;5;nonexistent;-1.503;93.882;-41.757;2.577;5071;no
68;technician;married;university.degree;no;yes;no;telephone;jul;thu;1385;7;55;11;nonexistent;-1.329;93.458;-38.455;2.949;5143;no
47;housemaid;married;professional.course;no;yes;no;cellular;mar;mon;686;11;23;9;failure;-0.784;93.492;-38.772;3.25;5071;no
53;services;married;professional.course;no;yes;no;telephone;aug;tue;1103;9;93;13;nonexistent;-1.402;93.57;-40.119;2.396;5088;no
85;services;married;professional.course;yes;yes;no;telephone;may;thu;941;11;172;15;nonexistent;-1.912;93.241;-39.219;2.337;5189;no
55;technician;married;high.school;no;yes;no;telephone;jun;thu;1050;9;70;11;nonexistent;-0.859;93.483;-37.185;2.994;5113;no
58;services;married;basic.4y;no;yes;no;cellular;may;thu;1476;7;188;9;nonexistent;-2.096;93.578;-43.028;2.231;5126;no
59;blue-collar;divorced;professional.course;no;yes;no;cellular;may;tue;1408;7;108;9;failure;-1.508;93.255;-41.398;2.603;5133;no
57;services;single;high.school;no;yes;no;telephone;jul;thu;1760;8;117;12;nonexistent;-0.996;93.386;-40.128;2.663;5078;yes
57;unemployed;married;basic.9y;no;yes;no;cellular;sep;wed;1199;7;128;9;nonexistent;-1.835;93.046;-42.758;2.512;5126;no
67;retired;married;professional.course;no;yes;no;cellular;dec;wed;1451;6;88;8;nonexistent;-1.605;93.156;-43.015;2.311;5137;no
55;blue-collar;single;high.school;no;yes;no;telephone;may;wed;1537;9;5;14;nonexistent;-1.812;93.868;-35.371;2.279;5123;no
65;admin.;divorced;high.school;no;yes;no;cellular;may;mon;1487;6;87;5;nonexistent;-1.06;93.033;-45.185;2.08;5098;no
53;admin.;divorced;basic.9y;no;yes;no;telephone;jun;fri;1756;11;34;11;failure;0.11;93.498;-39.845;3.062;5109;yes
63;housemaid;single;basic.4y;no;yes;no;telephone;may;fri;781;8;140;12;nonexistent;-0.977;92.794;-37.789;3.728;5181;no
57;admin.;married;basic.6y;no;yes;no;telephone;may;tue;1119;7;67;13;nonexistent;-1.281;93.399;-37.329;2.765;5113;no
46;technician;divorced;professional.course;no;yes;no;cellular;aug;tue;1250;10;41;7;nonexistent;-1.234;93.606;-33.996;3.202;5024;yes
47;blue-collar;single;basic.9y;no;yes;no;telephone;aug;wed;1332;8;8;10;nonexistent;-1.609;93.7;-41.565;2.644;5063;no
56;retired;married;basic.4y;no;yes;no;telephone;apr;wed;1832;9;130;11;nonexistent;0.374;92.956;-38.107;3.397;5127;yes
66;admin.;married;university.degree;no;yes;no;cellular;jun;mon;1197;10;93;9;success;-0.199;93.229;-36.544;3.176;5093;yes
43;technician;married;basic.6y;no;yes;no;cellular;jun;thu;1304;9;186;9;nonexistent;-1.085;93.87;-39.235;2.766;5084;no
54;blue-collar;single;high.school;no;yes;no;telephone;aug;fri;1170;7;37;12;nonexistent;-1.188;93.448;-37.646;2.87;5134;no
66;blue-collar;married;university.degree;no;yes;no;telephone;may;mon;1292;5;60;10;nonexistent;-1.887;92.965;-40.002;2.823;5154;no
55;admin.;married;high.school;no;yes;no;telephone;aug;fri;1079;8;41;10;nonexistent;-1.26;93.257;-38.493;3.454;5159;no
60;blue-collar;married;professional.course;no;yes;no;cellular;may;fri;1335;8;36;9;nonexistent;-0.94;93.371;-37.22;3.358;5128;no
35;blue-collar;married;university.degree;no;yes;no;cellular;aug;wed;1056;8;76;8;nonexistent;-1.808;93.898;-42.917;2.36;5078;no
60;technician;married;university.degree;no;yes;no;telephone;aug;tue;1168;12;119;12;failure;-1.384;94.346;-36.09;2.731;5080;no
55;retired;single;high.school;no;yes;no;cellular;may;tue;1486;9;91;7;nonexistent;-0.916;93.871;-40.323;2.99;5102;no
53;admin.;married;basic.9y;no;yes;no;cellular;jul;wed;974;10;19;10;nonexistent;-1.142;93.568;-37.934;2.75;5063;no
63;housemaid;divorced;high.school;no;yes;no;telephone;may;wed;1193;9;51;15;nonexistent;-1.655;93.535;-38.609;2.81;5155;no
41;blue-collar;single;professional.course;no;yes;no;telephone;jun;thu;924;9;54;10;nonexistent;-2.248;93.895;-43.116;2.188;5032;no
41;blue-collar;divorced;university.degree;no;yes;no;cellular;jul;thu;935;9;77;8;failure;-1.677;93.772;-40.136;2.801;5062;no
54;services;single;professional.course;no;yes;no;cellular;jul;fri;1246;7;157;7;nonexistent;-1.302;93.497;-43.818;2.591;5088;no
61;management;married;high.school;no;yes;no;telephone;mar;thu;874;9;121;12;nonexistent;-1.668;93.612;-35.007;2.69;5059;no
54;retired;married;high.school;no;yes;no;cellular;may;fri;1433;7;67;10;success;-0.611;93.427;-37.585;3.571;5126;no
71;retired;married;basic.9y;no;yes;no;cellular;jun;wed;1623;5;8;9;nonexistent;-1.258;93.401;-39.968;2.818;5126;no
54;services;divorced;basic.4y;no;yes;no;telephone;apr;mon;1421;8;189;10;nonexistent;0.176;93.002;-37.304;3.581;5111;yes
47;unemployed;married;professional.course;no;yes;no;cellular;jun;mon;649;10;184;8;failure;-0.166;93.255;-38.472;3.775;5124;no
57;technician;married;basic.9y;no;yes;no;telephone;apr;tue;1567;10;122;17;nonexistent;-2.373;94.187;-39.08;1.395;5085;no
61;blue-collar;single;basic.9y;no;yes;no;cellular;jun;wed;1407;7;135;8;nonexistent;-1.261;93.413;-39.207;3.208;5130;no
54;blue-collar;divorced;professional.course;no;yes;no;telephone;aug;tue;995;7;196;10;nonexistent;-1.183;93.363;-39.11;3.026;5110;no
64;management;single;basic.4y;no;yes;no;telephone;apr;mon;1303;8;113;14;nonexistent;-1.534;93.357;-37.983;2.745;5156;no
63;blue-collar;single;university.degree;no;yes;yes;cellular;aug;fri;1775;6;149;7;nonexistent;-1.423;93.649;-38.894;3.002;5138;no
36;admin.;married;basic.4y;no;yes;no;telephone;apr;fri;1249;10;45;10;nonexistent;-1.177;93.737;-39.273;3.038;5116;no
44;blue-collar;married;university.degree;no;yes;no;telephone;may;mon;1098;10;140;12;failure;-1.584;93.721;-38.407;2.875;5105;no
52;blue-collar;married;high.school;no;yes;no;cellular;jun;mon;921;9;135;9;nonexistent;-1.321;93.701;-36.983;2.946;5084;no
50;services;single;basic.4y;no;yes;no;cellular;may;wed;899;6;173;5;nonexistent;-0.906;92.629;-42.425;3.492;5144;no
59;unemployed;married;high.school;no;yes;no;cellular;may;tue;1280;8;163;10;nonexistent;-1.201;93.468;-39.474;2.895;5110;no
42;technician;married;university.degree;no;yes;no;telephone;jun;thu;1080;11;168;12;nonexistent;-1.266;93.693;-38.731;3.059;5093;no
46;technician;divorced;high.school;no;yes;no;telephone;nov;thu;1371;9;139;15;nonexistent;-2.201;93.945;-40.248;2.209;5076;no
47;services;married;high.school;no;yes;no;telephone;jun;mon;1044;13;42;12;nonexistent;-1.416;94.041;-38.515;2.258;5061;no
62;blue-collar;single;university.degree;no;yes;no;telephone;apr;wed;963;11;2;13;nonexistent;-1.724;93.716;-39.243;2.008;5015;no
55;services;single;basic.6y;no;yes;no;cellular;oct;tue;1053;5;34;8;nonexistent;-1.501;92.884;-38.995;3.424;5133;no
51;housemaid;single;professional.course;no;yes;no;cellular;may;fri;1521;8;182;9;nonexistent;-0.59;93.63;-38.12;3.513;5136;no
64;blue-collar;married;basic.9y;no;yes;no;telephone;may;wed;1679;7;99;10;nonexistent;-1.168;93.775;-37.756;3.189;5150;no
56;admin.;married;high.school;no;yes;no;telephone;may;fri;1380;8;80;11;nonexistent;-1.607;93.523;-39.483;2.682;5132;no
42;blue-collar;single;basic.9y;no;yes;no;telephone;jul;mon;1038;9;179;11;nonexistent;-1.946;93.832;-40.102;2.744;5062;no
59;services;single;high.school;no;yes;no;telephone;may;mon;1692;9;32;12;nonexistent;-1.69;93.821;-42.29;1.897;5059;yes
57;blue-collar;married;basic.4y;no;yes;no;cellular;aug;tue;1395;7;12;9;failure;-0.685;93.816;-35.784;3.601;5091;no
65;services;married;basic.9y;no;yes;yes;telephone;may;fri;2500;11;13;15;nonexistent;-2.463;94.1;-43.013;1.008;5101;yes
67;retired;married;high.school;no;yes;yes;cellular;may;wed;1706;7;30;8;failure;-1.282;93.81;-37.787;2.889;5134;no
48;blue-collar;divorced;high.school;no;yes;no;telephone;jun;fri;970;10;111;11;nonexistent;-1.569;93.786;-38.355;2.856;5075;no
35;technician;married;high.school;no;yes;no;telephone;jun;tue;1349;9;199;12;nonexistent;-2.568;94.201;-39.888;2.223;5082;no
65;admin.;married;high.school;no;yes;yes;cellular;apr;mon;1598;8;45;8;nonexistent;-0.596;93.63;-40.011;2.709;5099;no
45;services;single;basic.9y;no;yes;no;telephone;nov;tue;1205;10;121;13;nonexistent;-2.066;94.047;-41.05;2.046;5069;no
53;retired;married;university.degree;no;yes;no;telephone;apr;thu;902;8;105;10;nonexistent;-1.274;93.418;-39.526;2.892;5076;no
61;admin.;divorced;basic.9y;no;yes;no;cellular;may;fri;1593;7;70;9;nonexistent;-1.421;93.609;-38.491;2.925;5129;no
51;blue-collar;married;basic.6y;no;no;yes;cellular;jul;wed;2178;4;174;2;nonexistent;-1.22;94.177;-40.958;2.492;5043;no
53;technician;married;high.school;no;yes;yes;cellular;jun;mon;1656;6;32;6;failure;-1.113;93.845;-38.476;3.295;5121;no
50;housemaid;married;professional.course;no;yes;no;cellular;may;thu;1137;7;83;8;nonexistent;-1.26;93.397;-42.495;2.787;5067;no
64;management;married;basic.4y;no;yes;no;cellular;jun;mon;1193;7;164;9;nonexistent;-1.668;93.287;-41.491;2.748;5159;no
51;blue-collar;married;basic.9y;no;yes;no;telephone;jun;wed;929;9;30;11;nonexistent;-1.543;93.761;-40.045;2.62;5082;no
51;admin.;married;professional.course;no;yes;no;telephone;may;mon;1263;12;131;14;failure;-1.916;94.104;-34.096;2.478;5077;no
59;housemaid;married;high.school;no;yes;yes;telephone;may;thu;2191;10;37;15;nonexistent;-1.143;93.754;-40.521;2.504;5100;yes
58;services;single;high.school;no;no;yes;cellular;dec;thu;1964;5;110;7;nonexistent;-2.336;93.51;-43.239;1.82;5131;no
54;unemployed;married;university.degree;no;yes;no;telephone;jul;wed;1394;9;82;10;failure;-0.71;94.152;-36.551;3.283;5080;no
39;technician;divorced;basic.4y;no;yes;no;cellular;may;mon;988;9;98;9;nonexistent;-0.834;93.338;-43.652;3.339;5104;no
59;admin.;married;high.school;no;no;no;cellular;sep;tue;1445;4;80;2;nonexistent;-1.399;93.378;-41.472;3.033;5065;no
62;housemaid;married;basic.9y;no;yes;no;cellular;oct;mon;1406;7;4;9;success;-0.557;93.202;-37.6;3.67;5147;no
51;technician;married;basic.4y;no;yes;no;cellular;aug;wed;1231;9;68;8;nonexistent;-0.45;93.584;-39.012;3.331;5108;no
54;blue-collar;married;basic.6y;no;no;no;cellular;jul;mon;1278;5;171;4;nonexistent;-1.172;92.89;-40.274;3.447;5116;no
38;admin.;married;high.school;no;yes;no;telephone;jun;fri;1114;11;7;11;nonexistent;-1.216;93.688;-40.951;2.867;5127;no
55;admin.;married;basic.4y;no;yes;no;telephone;jun;fri;1206;8;112;10;nonexistent;-1.285;93.548;-35.263;3.051;5118;no
60;services;married;high.school;no;yes;no;cellular;jun;mon;1500;10;82;10;failure;-0.527;93.421;-38.155;3.007;5073;yes
35;technician;single;university.degree;no;yes;no;telephone;oct;thu;1576;11;43;11;nonexistent;-1.3;93.856;-42.931;3.818;5105;yes
63;retired;married;professional.course;no;yes;yes;cellular;aug;thu;1697;6;165;5;nonexistent;-1.559;93.495;-42.89;2.258;5121;no
58;services;married;basic.9y;no;yes;no;telephone;may;tue;1254;11;66;13;nonexistent;-1.269;93.871;-32.043;2.737;5106;no
51;blue-collar;married;basic.4y;no;yes;no;cellular;jul;mon;1682;11;46;9;nonexistent;-0.576;93.561;-36.766;3.11;5096;yes
33;blue-collar;single;high.school;no;yes;no;telephone;jun;mon;1663;9;69;12;nonexistent;-2.464;94.146;-40.741;2.394;5081;yes
53;blue-collar;married;basic.9y;no;yes;no;cellular;aug;thu;1454;5;131;6;nonexistent;-1.307;92.836;-42.992;2.695;5140;no
57;admin.;single;university.degree;no;no;no;cellular;may;tue;1600;5;163;4;nonexistent;-1.506;93.435;-44.899;2.559;5104;no
29;management;married;university.degree;no;yes;no;cellular;jul;wed;292;10;143;5;nonexistent;-1.08;93.585;-40.994;3.758;5079;no
48;blue-collar;divorced;high.school;no;yes;no;telephone;may;fri;1332;10;115;13;nonexistent;-1.709;93.843;-41.576;2.025;5079;no
45;blue-collar;married;basic.4y;no;yes;no;cellular;may;wed;1051;10;80;8;nonexistent;-1.299;93.941;-38.425;2.923;5064;no
66;admin.;divorced;university.degree;no;yes;no;cellular;jul;fri;1364;8;155;7;nonexistent;-1.925;93.44;-45.779;1.696;5109;no
51;services;married;professional.course;no;yes;no;telephone;may;thu;1146;9;76;12;nonexistent;-2.092;94.066;-37.589;2.521;5042;no
47;services;married;high.school;no;yes;no;telephone;jul;tue;1268;10;197;11;nonexistent;-1.143;93.733;-40.232;2.781;5097;no
45;technician;married;basic.9y;no;yes;no;telephone;may;fri;931;10;53;13;nonexistent;-1.879;93.859;-34.249;2.82;5105;no
41;services;married;high.school;no;yes;no;cellular;mar;tue;901;7;195;6;nonexistent;-0.864;93.402;-43.201;3.307;5082;no
55;technician;divorced;university.degree;no;yes;no;telephone;aug;fri;993;8;39;10;failure;-1.005;93.361;-36.537;3.261;5084;no
52;admin.;married;basic.6y;no;yes;no;cellular;may;wed;1380;6;134;8;success;-0.652;93.5;-36.513;3.88;5121;no
41;blue-collar;married;professional.course;no;yes;no;cellular;jul;fri;642;12;142;9;nonexistent;-0.464;93.501;-39.328;3.584;5098;no
43;blue-collar;married;basic.4y;no;yes;no;cellular;may;mon;1191;8;4;10;nonexistent;-1.542;93.791;-41.699;2.598;5077;no
60;admin.;married;university.degree;no;yes;yes;telephone;jul;mon;1644;9;16;12;nonexistent;-0.648;94.183;-35.838;2.964;5090;no
57;services;married;high.school;no;no;yes;cellular;may;mon;2053;5;115;8;success;-1.982;93.752;-42.264;2.04;5122;no
60;admin.;married;basic.6y;no;yes;no;telephone;may;mon;1052;9;135;10;nonexistent;-0.716;93.75;-36.07;3.363;5084;no
55;technician;married;basic.4y;no;yes;no;telephone;dec;thu;1783;6;27;13;nonexistent;-1.268;93.425;-41.025;2.818;5077;yes
42;technician;married;high.school;no;yes;no;cellular;may;tue;814;10;195;9;nonexistent;-0.848;93.437;-40.052;3.623;5093;no
50;admin.;married;basic.6y;no;yes;no;cellular;jun;thu;1301;8;131;8;nonexistent;-0.865;93.541;-42.239;2.674;5086;no
54;blue-collar;married;high.school;no;yes;no;cellular;may;thu;1494;7;32;8;nonexistent;-1.071;93.908;-36.956;3.34;5082;no
56;services;married;basic.9y;no;yes;no;cellular;jul;thu;1168;7;176;9;nonexistent;-1.678;93.285;-40.269;2.851;5112;no
62;services;married;basic.4y;no;yes;no;telephone;may;fri;1433;12;196;14;nonexistent;-1.061;93.725;-34.727;2.623;5110;yes
60;housemaid;married;high.school;no;yes;no;telephone;may;mon;872;11;138;15;nonexistent;-1.232;93.576;-37.832;2.549;5077;no
33;unemployed;divorced;high.school;no;yes;no;cellular;may;mon;504;9;129;7;failure;-1.328;93.605;-42.047;3.403;5096;no
44;services;single;high.school;no;yes;no;cellular;may;mon;712;8;146;6;nonexistent;-0.976;93.412;-40.757;3.3;5069;no
66;services;divorced;high.school;no;yes;no;cellular;oct;mon;1422;10;28;9;nonexistent;-1.109;93.035;-36.01;2.927;5152;yes
70;admin.;married;high.school;no;yes;no;cellular;sep;tue;1379;7;126;8;nonexistent;-1.316;93.619;-42.83;2.185;5083;no
56;services;single;high.school;no;yes;no;telephone;apr;fri;1014;11;171;11;nonexistent;-0.724;93.586;-38.616;2.911;5068;no
62;technician;married;basic.4y;no;yes;no;telephone;may;tue;1375;8;22;14;nonexistent;-1.677;93.66;-36.971;2.092;5091;no
56;housemaid;married;basic.6y;no;yes;yes;telephone;may;wed;2424;10;116;13;nonexistent;-1.716;93.798;-39.722;1.857;5027;yes
68;services;married;basic.4y;no;yes;no;telephone;jul;thu;1127;9;192;12;nonexistent;-0.801;93.303;-37.677;3.1;5132;no
54;technician;single;high.school;no;yes;no;cellular;dec;fri;1245;9;158;10;nonexistent;-1.095;93.777;-36.672;2.685;5086;no
53;admin.;divorced;high.school;no;yes;yes;telephone;jul;fri;2124;11;127;13;nonexistent;-1.362;94.135;-35.647;2.198;5107;yes
